"","systemic_crisis","currency_crises","inflation_crises","year","period","banking_crises","region","total_crises"
"713",0,16,1,1904,1920,3,"South Africa",20
"714",0,16,1,1905,1920,3,"South Africa",20
"715",0,16,1,1906,1920,3,"South Africa",20
"716",0,16,1,1907,1920,3,"South Africa",20
"717",0,16,1,1908,1920,3,"South Africa",20
"718",0,16,1,1909,1920,3,"South Africa",20
"719",0,16,1,1910,1920,3,"South Africa",20
"720",0,16,1,1911,1920,3,"South Africa",20
"721",0,16,1,1912,1920,3,"South Africa",20
"722",0,16,1,1913,1920,3,"South Africa",20
"723",0,16,1,1914,1920,3,"South Africa",20
"724",0,16,1,1915,1920,3,"South Africa",20
"725",0,16,1,1916,1920,3,"South Africa",20
"726",0,16,1,1917,1920,3,"South Africa",20
"727",0,16,1,1918,1920,3,"South Africa",20
"728",0,16,1,1919,1920,3,"South Africa",20
"729",0,16,1,1920,1920,3,"South Africa",20
"730",0,16,1,1921,1940,3,"South Africa",20
"731",0,16,1,1922,1940,3,"South Africa",20
"732",0,16,1,1923,1940,3,"South Africa",20
"733",0,16,1,1924,1940,3,"South Africa",20
"734",0,16,1,1925,1940,3,"South Africa",20
"735",0,16,1,1926,1940,3,"South Africa",20
"736",0,16,1,1927,1940,3,"South Africa",20
"737",0,16,1,1928,1940,3,"South Africa",20
"738",0,16,1,1929,1940,3,"South Africa",20
"739",0,16,1,1930,1940,3,"South Africa",20
"740",0,16,1,1931,1940,3,"South Africa",20
"741",0,16,1,1932,1940,3,"South Africa",20
"742",0,16,1,1933,1940,3,"South Africa",20
"743",0,16,1,1934,1940,3,"South Africa",20
"744",0,16,1,1935,1940,3,"South Africa",20
"745",0,16,1,1936,1940,3,"South Africa",20
"746",0,16,1,1937,1940,3,"South Africa",20
"747",0,16,1,1938,1940,3,"South Africa",20
"748",0,16,1,1939,1940,3,"South Africa",20
"749",0,16,1,1940,1940,3,"South Africa",20
"750",0,16,1,1941,1960,3,"South Africa",20
"751",0,16,1,1942,1960,3,"South Africa",20
"752",0,16,1,1943,1960,3,"South Africa",20
"753",0,16,1,1944,1960,3,"South Africa",20
"754",0,16,1,1945,1960,3,"South Africa",20
"755",0,16,1,1946,1960,3,"South Africa",20
"756",0,16,1,1947,1960,3,"South Africa",20
"757",0,16,1,1948,1960,3,"South Africa",20
"758",0,16,1,1949,1960,3,"South Africa",20
"759",0,16,1,1950,1960,3,"South Africa",20
"760",0,16,1,1951,1960,3,"South Africa",20
"761",0,16,1,1952,1960,3,"South Africa",20
"762",0,16,1,1953,1960,3,"South Africa",20
"763",0,16,1,1954,1960,3,"South Africa",20
"764",0,16,1,1955,1960,3,"South Africa",20
"765",0,16,1,1956,1960,3,"South Africa",20
"766",0,16,1,1957,1960,3,"South Africa",20
"767",0,16,1,1958,1960,3,"South Africa",20
"768",0,16,1,1959,1960,3,"South Africa",20
"769",0,16,1,1960,1960,3,"South Africa",20
"770",0,16,1,1961,1980,3,"South Africa",20
"771",0,16,1,1962,1980,3,"South Africa",20
"772",0,16,1,1963,1980,3,"South Africa",20
"773",0,16,1,1964,1980,3,"South Africa",20
"774",0,16,1,1965,1980,3,"South Africa",20
"775",0,16,1,1966,1980,3,"South Africa",20
"776",0,16,1,1967,1980,3,"South Africa",20
"777",0,16,1,1968,1980,3,"South Africa",20
"778",0,16,1,1969,1980,3,"South Africa",20
"779",0,16,1,1970,1980,3,"South Africa",20
"780",0,16,1,1971,1980,3,"South Africa",20
"781",0,16,1,1972,1980,3,"South Africa",20
"782",0,16,1,1973,1980,3,"South Africa",20
"783",0,16,1,1974,1980,3,"South Africa",20
"784",0,16,1,1975,1980,3,"South Africa",20
"785",0,16,1,1976,1980,3,"South Africa",20
"786",0,16,1,1977,1980,3,"South Africa",20
"787",0,16,1,1978,1980,3,"South Africa",20
"788",0,16,1,1979,1980,3,"South Africa",20
"789",0,16,1,1980,1980,3,"South Africa",20
"790",0,16,1,1981,2000,3,"South Africa",20
"791",0,16,1,1982,2000,3,"South Africa",20
"792",0,16,1,1983,2000,3,"South Africa",20
"793",0,16,1,1984,2000,3,"South Africa",20
"794",0,16,1,1985,2000,3,"South Africa",20
"795",0,16,1,1986,2000,3,"South Africa",20
"796",0,16,1,1987,2000,3,"South Africa",20
"797",0,16,1,1988,2000,3,"South Africa",20
"798",0,16,1,1989,2000,3,"South Africa",20
"799",0,16,1,1990,2000,3,"South Africa",20
"800",0,16,1,1991,2000,3,"South Africa",20
"801",0,16,1,1992,2000,3,"South Africa",20
"802",0,16,1,1993,2000,3,"South Africa",20
"803",0,16,1,1994,2000,3,"South Africa",20
"804",0,16,1,1995,2000,3,"South Africa",20
"805",0,16,1,1996,2000,3,"South Africa",20
"806",0,16,1,1997,2000,3,"South Africa",20
"807",0,16,1,1998,2000,3,"South Africa",20
"808",0,16,1,1999,2000,3,"South Africa",20
"809",0,16,1,2000,2000,3,"South Africa",20
"810",0,16,1,2001,2014,3,"South Africa",20
"811",0,16,1,2002,2014,3,"South Africa",20
"812",0,16,1,2003,2014,3,"South Africa",20
"813",0,16,1,2004,2014,3,"South Africa",20
"814",0,16,1,2005,2014,3,"South Africa",20
"815",0,16,1,2006,2014,3,"South Africa",20
"816",0,16,1,2007,2014,3,"South Africa",20
"817",0,16,1,2008,2014,3,"South Africa",20
"818",0,16,1,2009,2014,3,"South Africa",20
"819",0,16,1,2010,2014,3,"South Africa",20
"820",0,16,1,2011,2014,3,"South Africa",20
"821",0,16,1,2012,2014,3,"South Africa",20
"822",0,16,1,2013,2014,3,"South Africa",20
"823",5,10,8,1940,1940,5,"Tunisia",28
"824",5,10,8,1941,1960,5,"Tunisia",28
"825",5,10,8,1942,1960,5,"Tunisia",28
"826",5,10,8,1943,1960,5,"Tunisia",28
"827",5,10,8,1944,1960,5,"Tunisia",28
"828",5,10,8,1945,1960,5,"Tunisia",28
"829",5,10,8,1946,1960,5,"Tunisia",28
"830",5,10,8,1947,1960,5,"Tunisia",28
"831",5,10,8,1948,1960,5,"Tunisia",28
"832",5,10,8,1949,1960,5,"Tunisia",28
"833",5,10,8,1950,1960,5,"Tunisia",28
"834",5,10,8,1951,1960,5,"Tunisia",28
"835",5,10,8,1952,1960,5,"Tunisia",28
"836",5,10,8,1953,1960,5,"Tunisia",28
"837",5,10,8,1954,1960,5,"Tunisia",28
"838",5,10,8,1955,1960,5,"Tunisia",28
"839",5,10,8,1956,1960,5,"Tunisia",28
"840",5,10,8,1957,1960,5,"Tunisia",28
"841",5,10,8,1958,1960,5,"Tunisia",28
"842",5,10,8,1959,1960,5,"Tunisia",28
"843",5,10,8,1960,1960,5,"Tunisia",28
"844",5,10,8,1961,1980,5,"Tunisia",28
"845",5,10,8,1962,1980,5,"Tunisia",28
"846",5,10,8,1963,1980,5,"Tunisia",28
"847",5,10,8,1964,1980,5,"Tunisia",28
"848",5,10,8,1965,1980,5,"Tunisia",28
"849",5,10,8,1966,1980,5,"Tunisia",28
"850",5,10,8,1967,1980,5,"Tunisia",28
"851",5,10,8,1968,1980,5,"Tunisia",28
"852",5,10,8,1969,1980,5,"Tunisia",28
"853",5,10,8,1970,1980,5,"Tunisia",28
"854",5,10,8,1971,1980,5,"Tunisia",28
"855",5,10,8,1972,1980,5,"Tunisia",28
"856",5,10,8,1973,1980,5,"Tunisia",28
"857",5,10,8,1974,1980,5,"Tunisia",28
"858",5,10,8,1975,1980,5,"Tunisia",28
"859",5,10,8,1976,1980,5,"Tunisia",28
"860",5,10,8,1977,1980,5,"Tunisia",28
"861",5,10,8,1978,1980,5,"Tunisia",28
"862",5,10,8,1979,1980,5,"Tunisia",28
"863",5,10,8,1980,1980,5,"Tunisia",28
"864",5,10,8,1981,2000,5,"Tunisia",28
"865",5,10,8,1982,2000,5,"Tunisia",28
"866",5,10,8,1983,2000,5,"Tunisia",28
"867",5,10,8,1984,2000,5,"Tunisia",28
"868",5,10,8,1985,2000,5,"Tunisia",28
"869",5,10,8,1986,2000,5,"Tunisia",28
"870",5,10,8,1987,2000,5,"Tunisia",28
"871",5,10,8,1988,2000,5,"Tunisia",28
"872",5,10,8,1989,2000,5,"Tunisia",28
"873",5,10,8,1990,2000,5,"Tunisia",28
"874",5,10,8,1991,2000,5,"Tunisia",28
"875",5,10,8,1992,2000,5,"Tunisia",28
"876",5,10,8,1993,2000,5,"Tunisia",28
"877",5,10,8,1994,2000,5,"Tunisia",28
"878",5,10,8,1995,2000,5,"Tunisia",28
"879",5,10,8,1996,2000,5,"Tunisia",28
"880",5,10,8,1997,2000,5,"Tunisia",28
"881",5,10,8,1998,2000,5,"Tunisia",28
"882",5,10,8,1999,2000,5,"Tunisia",28
"883",5,10,8,2000,2000,5,"Tunisia",28
"884",5,10,8,2001,2014,5,"Tunisia",28
"885",5,10,8,2002,2014,5,"Tunisia",28
"886",5,10,8,2003,2014,5,"Tunisia",28
"887",5,10,8,2004,2014,5,"Tunisia",28
"888",5,10,8,2005,2014,5,"Tunisia",28
"889",5,10,8,2006,2014,5,"Tunisia",28
"890",5,10,8,2007,2014,5,"Tunisia",28
"891",5,10,8,2008,2014,5,"Tunisia",28
"892",5,10,8,2009,2014,5,"Tunisia",28
"893",5,10,8,2010,2014,5,"Tunisia",28
"894",5,10,8,2011,2014,5,"Tunisia",28
"895",5,10,8,2012,2014,5,"Tunisia",28
"896",5,10,8,2013,2014,5,"Tunisia",28
"897",5,10,8,2014,2014,5,"Tunisia",28
"898",4,19,20,1943,1960,4,"Zambia",47
"899",4,19,20,1944,1960,4,"Zambia",47
"900",4,19,20,1945,1960,4,"Zambia",47
"901",4,19,20,1946,1960,4,"Zambia",47
"902",4,19,20,1947,1960,4,"Zambia",47
"903",4,19,20,1948,1960,4,"Zambia",47
"904",4,19,20,1949,1960,4,"Zambia",47
"905",4,19,20,1950,1960,4,"Zambia",47
"906",4,19,20,1951,1960,4,"Zambia",47
"907",4,19,20,1952,1960,4,"Zambia",47
"908",4,19,20,1953,1960,4,"Zambia",47
"909",4,19,20,1954,1960,4,"Zambia",47
"910",4,19,20,1955,1960,4,"Zambia",47
"911",4,19,20,1956,1960,4,"Zambia",47
"912",4,19,20,1957,1960,4,"Zambia",47
"913",4,19,20,1958,1960,4,"Zambia",47
"914",4,19,20,1959,1960,4,"Zambia",47
"915",4,19,20,1960,1960,4,"Zambia",47
"916",4,19,20,1961,1980,4,"Zambia",47
"917",4,19,20,1962,1980,4,"Zambia",47
"918",4,19,20,1963,1980,4,"Zambia",47
"919",4,19,20,1964,1980,4,"Zambia",47
"920",4,19,20,1965,1980,4,"Zambia",47
"921",4,19,20,1966,1980,4,"Zambia",47
"922",4,19,20,1967,1980,4,"Zambia",47
"923",4,19,20,1968,1980,4,"Zambia",47
"924",4,19,20,1969,1980,4,"Zambia",47
"925",4,19,20,1970,1980,4,"Zambia",47
"926",4,19,20,1971,1980,4,"Zambia",47
"927",4,19,20,1972,1980,4,"Zambia",47
"928",4,19,20,1973,1980,4,"Zambia",47
"929",4,19,20,1974,1980,4,"Zambia",47
"930",4,19,20,1975,1980,4,"Zambia",47
"931",4,19,20,1976,1980,4,"Zambia",47
"932",4,19,20,1977,1980,4,"Zambia",47
"933",4,19,20,1978,1980,4,"Zambia",47
"934",4,19,20,1979,1980,4,"Zambia",47
"935",4,19,20,1980,1980,4,"Zambia",47
"936",4,19,20,1981,2000,4,"Zambia",47
"937",4,19,20,1982,2000,4,"Zambia",47
"938",4,19,20,1983,2000,4,"Zambia",47
"939",4,19,20,1984,2000,4,"Zambia",47
"940",4,19,20,1985,2000,4,"Zambia",47
"941",4,19,20,1986,2000,4,"Zambia",47
"942",4,19,20,1987,2000,4,"Zambia",47
"943",4,19,20,1988,2000,4,"Zambia",47
"944",4,19,20,1989,2000,4,"Zambia",47
"945",4,19,20,1990,2000,4,"Zambia",47
"946",4,19,20,1991,2000,4,"Zambia",47
"947",4,19,20,1992,2000,4,"Zambia",47
"948",4,19,20,1993,2000,4,"Zambia",47
"949",4,19,20,1994,2000,4,"Zambia",47
"950",4,19,20,1995,2000,4,"Zambia",47
"951",4,19,20,1996,2000,4,"Zambia",47
"952",4,19,20,1997,2000,4,"Zambia",47
"953",4,19,20,1998,2000,4,"Zambia",47
"954",4,19,20,1999,2000,4,"Zambia",47
"955",4,19,20,2000,2000,4,"Zambia",47
"956",4,19,20,2001,2014,4,"Zambia",47
"957",4,19,20,2002,2014,4,"Zambia",47
"958",4,19,20,2003,2014,4,"Zambia",47
"959",4,19,20,2004,2014,4,"Zambia",47
"960",4,19,20,2005,2014,4,"Zambia",47
"961",4,19,20,2006,2014,4,"Zambia",47
"962",4,19,20,2007,2014,4,"Zambia",47
"963",4,19,20,2008,2014,4,"Zambia",47
"964",4,19,20,2009,2014,4,"Zambia",47
"965",4,19,20,2010,2014,4,"Zambia",47
"966",4,19,20,2011,2014,4,"Zambia",47
"967",4,19,20,2012,2014,4,"Zambia",47
"968",4,19,20,2013,2014,4,"Zambia",47
"969",4,19,20,2014,2014,4,"Zambia",47
"970",15,21,19,1921,1940,15,"Zimbabwe",70
"971",15,21,19,1922,1940,15,"Zimbabwe",70
"972",15,21,19,1923,1940,15,"Zimbabwe",70
"973",15,21,19,1927,1940,15,"Zimbabwe",70
"974",15,21,19,1928,1940,15,"Zimbabwe",70
"975",15,21,19,1929,1940,15,"Zimbabwe",70
"976",15,21,19,1930,1940,15,"Zimbabwe",70
"977",15,21,19,1931,1940,15,"Zimbabwe",70
"978",15,21,19,1932,1940,15,"Zimbabwe",70
"979",15,21,19,1933,1940,15,"Zimbabwe",70
"980",15,21,19,1934,1940,15,"Zimbabwe",70
"981",15,21,19,1935,1940,15,"Zimbabwe",70
"982",15,21,19,1936,1940,15,"Zimbabwe",70
"983",15,21,19,1937,1940,15,"Zimbabwe",70
"984",15,21,19,1938,1940,15,"Zimbabwe",70
"985",15,21,19,1939,1940,15,"Zimbabwe",70
"986",15,21,19,1940,1940,15,"Zimbabwe",70
"987",15,21,19,1941,1960,15,"Zimbabwe",70
"988",15,21,19,1942,1960,15,"Zimbabwe",70
"989",15,21,19,1943,1960,15,"Zimbabwe",70
"990",15,21,19,1944,1960,15,"Zimbabwe",70
"991",15,21,19,1945,1960,15,"Zimbabwe",70
"992",15,21,19,1946,1960,15,"Zimbabwe",70
"993",15,21,19,1947,1960,15,"Zimbabwe",70
"994",15,21,19,1948,1960,15,"Zimbabwe",70
"995",15,21,19,1949,1960,15,"Zimbabwe",70
"996",15,21,19,1950,1960,15,"Zimbabwe",70
"997",15,21,19,1951,1960,15,"Zimbabwe",70
"998",15,21,19,1952,1960,15,"Zimbabwe",70
"999",15,21,19,1953,1960,15,"Zimbabwe",70
"1000",15,21,19,1954,1960,15,"Zimbabwe",70
"1001",15,21,19,1955,1960,15,"Zimbabwe",70
"1002",15,21,19,1956,1960,15,"Zimbabwe",70
"1003",15,21,19,1957,1960,15,"Zimbabwe",70
"1004",15,21,19,1958,1960,15,"Zimbabwe",70
"1005",15,21,19,1959,1960,15,"Zimbabwe",70
"1006",15,21,19,1960,1960,15,"Zimbabwe",70
"1007",15,21,19,1961,1980,15,"Zimbabwe",70
"1008",15,21,19,1962,1980,15,"Zimbabwe",70
"1009",15,21,19,1963,1980,15,"Zimbabwe",70
"1010",15,21,19,1964,1980,15,"Zimbabwe",70
"1011",15,21,19,1965,1980,15,"Zimbabwe",70
"1012",15,21,19,1966,1980,15,"Zimbabwe",70
"1013",15,21,19,1967,1980,15,"Zimbabwe",70
"1014",15,21,19,1968,1980,15,"Zimbabwe",70
"1015",15,21,19,1969,1980,15,"Zimbabwe",70
"1016",15,21,19,1970,1980,15,"Zimbabwe",70
"1017",15,21,19,1971,1980,15,"Zimbabwe",70
"1018",15,21,19,1972,1980,15,"Zimbabwe",70
"1019",15,21,19,1973,1980,15,"Zimbabwe",70
"1020",15,21,19,1974,1980,15,"Zimbabwe",70
"1021",15,21,19,1975,1980,15,"Zimbabwe",70
"1022",15,21,19,1976,1980,15,"Zimbabwe",70
"1023",15,21,19,1977,1980,15,"Zimbabwe",70
"1024",15,21,19,1978,1980,15,"Zimbabwe",70
"1025",15,21,19,1979,1980,15,"Zimbabwe",70
"1026",15,21,19,1980,1980,15,"Zimbabwe",70
"1027",15,21,19,1981,2000,15,"Zimbabwe",70
"1028",15,21,19,1982,2000,15,"Zimbabwe",70
"1029",15,21,19,1983,2000,15,"Zimbabwe",70
"1030",15,21,19,1984,2000,15,"Zimbabwe",70
"1031",15,21,19,1985,2000,15,"Zimbabwe",70
"1032",15,21,19,1986,2000,15,"Zimbabwe",70
"1033",15,21,19,1987,2000,15,"Zimbabwe",70
"1034",15,21,19,1988,2000,15,"Zimbabwe",70
"1035",15,21,19,1989,2000,15,"Zimbabwe",70
"1036",15,21,19,1990,2000,15,"Zimbabwe",70
"1037",15,21,19,1991,2000,15,"Zimbabwe",70
"1038",15,21,19,1992,2000,15,"Zimbabwe",70
"1039",15,21,19,1993,2000,15,"Zimbabwe",70
"1040",15,21,19,1994,2000,15,"Zimbabwe",70
"1041",15,21,19,1995,2000,15,"Zimbabwe",70
"1042",15,21,19,1996,2000,15,"Zimbabwe",70
"1043",15,21,19,1997,2000,15,"Zimbabwe",70
"1044",15,21,19,1998,2000,15,"Zimbabwe",70
"1045",15,21,19,1999,2000,15,"Zimbabwe",70
"1046",15,21,19,2000,2000,15,"Zimbabwe",70
"1047",15,21,19,2001,2014,15,"Zimbabwe",70
"1048",15,21,19,2002,2014,15,"Zimbabwe",70
"1049",15,21,19,2003,2014,15,"Zimbabwe",70
"1050",15,21,19,2004,2014,15,"Zimbabwe",70
"1051",15,21,19,2005,2014,15,"Zimbabwe",70
"1052",15,21,19,2006,2014,15,"Zimbabwe",70
"1053",15,21,19,2007,2014,15,"Zimbabwe",70
"1054",15,21,19,2008,2014,15,"Zimbabwe",70
"1055",15,21,19,2009,2014,15,"Zimbabwe",70
"1056",15,21,19,2010,2014,15,"Zimbabwe",70
"1057",15,21,19,2011,2014,15,"Zimbabwe",70
"1058",15,21,19,2012,2014,15,"Zimbabwe",70
"1059",15,21,19,2013,2014,15,"Zimbabwe",70
